OID_,PEDON_ID,DRAINAGE,PM1_MD_DEP,PM1_PHYS,PM1_LIT_MD,PM1_CHEM,PM1_WEATHR,PM2_MD_DEP,PM2_PHYS,PM2_LIT_MD,PM2_CHEM,PM2_WEATHR,HUMUS_FORM,TABLE_KIND,TABLE_DPTH,ROCK_DPTH,CACO3_DPTH
1189,0043639,poorly drained,organic, ,sedementary - siltstone and mudstone,extremely to strongly acidic, ,glacio-lacustrine,sandy, ,moderately acidic to neutral, , ,apparent,0.2, , 
1190,0043641,imperfectly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic, , , , , , , ,apparent,1.2, , 
1191,0043642,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1192,0043644,moderately well drained,lacustrine,clayey,"organic material - litter (leaves, needles)",moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1193,0043645,moderately well drained,morainal till,skeletal,sedementary - siltstone and mudstone,extremely to strongly acidic, , , , , , , , , , , 
1194,0043647,imperfectly drained,morainal till,coarse loamy and coarse silty,igneous - coarse acidic,extremely to strongly acidic, , , , , , ,terrestrial, , , , 
1195,0043648,well drained,glacio-fluvial,sandy,"organic material - litter (leaves, needles)",moderately acidic to neutral,moderate chemical, , , , , ,terrestrial, , , , 
1196,0043649,poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic, , , , , ,unspecified, , , , , 
1197,0043650,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic, ,glacio-lacustrine,sandy, ,extremely to strongly acidic, , , , , , 
1198,0043651,moderately well drained,lacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately acidic to neutral,moderate chemical, , , , , , ,apparent,1.2, , 
1199,0043652,moderately well drained,morainal till,skeletal,igneous - unspecified type,extremely to strongly acidic,moderate chemical, , , , , ,terrestrial,apparent, , , 
1200,0043653,poorly drained,organic, ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
1201,0043654,well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1202,0043655,imperfectly drained,glaciolacustrine,fine loamy and fine silty,igneous - coarse acidic,moderately to very strongly calcareous,weak chemical, , , , , ,terrestrial, , , , 
1203,0043656,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1204,0043657,well drained,glaciolacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone, ,moderate chemical,morainal till,coarse loamy and coarse silty, ,moderately to very strongly calcareous,unspecified,terrestrial, , , , 
1205,0043658,imperfectly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic, ,lacustrine,sandy, ,extremely to strongly acidic, , , ,0.5, , 
1206,0043659,imperfectly drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,weakly calcareous,weak chemical,lacustrine,fine loamy and fine silty, ,moderately to very strongly calcareous,unspecified,terrestrial,apparent,0.5, , 
1207,0043660,well drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately acidic to neutral, , , , , , , , , , , 
1208,0043661,imperfectly drained,morainal till,skeletal,igneous - unspecified type,extremely to strongly acidic, , , , , , , , , , , 
1209,0043663,imperfectly drained,morainal till,coarse loamy and coarse silty,igneous - unspecified type,extremely to strongly acidic,moderate chemical, , , , , ,terrestrial, , , , 
1210,0043664,imperfectly drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,weak chemical, , , , , ,terrestrial,apparent,0.6, , 
1211,0043665,poorly drained,organic, ,organic material - sphagnum peat, , ,glacio-lacustrine,clayey, ,moderately to very strongly calcareous,unspecified,hydromorphic,perched,0.3, , 
1212,0043666,poorly drained,organic, ,organic material - sphagnum peat, , , ,clayey, , , ,hydromorphic, , , , 
1213,0043667,very rapidly drained,glacio-fluvial,skeletal,sedementary - siltstone and mudstone,extremely to strongly acidic, , , , , , , , , , , 
1214,0043668,imperfectly drained,morainal till,skeletal,sedementary - siltstone and mudstone,extremely to strongly acidic, , , , , , , , , , , 
1215,0043670,rapidly drained,glacio-fluvial,skeletal,sedementary - siltstone and mudstone,extremely to strongly acidic, , , , , , , , , , , 
1216,0043672,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1217,0043673,well drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,extremely to strongly acidic, ,glacio-lacustrine,fine loamy and fine silty, ,extremely to strongly acidic, , , , , , 
1218,0043674,well drained,glaciolacustrine,clayey,igneous - coarse acidic,extremely to strongly acidic,moderate chemical, , , , , ,terrestrial, , , , 
1219,0043675,imperfectly drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1220,0043676,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic, ,glacio-lacustrine,clayey, ,moderately to very strongly calcareous,weak chemical, ,perched,0.6, , 
1221,0043677,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical,morainal till,coarse loamy and coarse silty, ,moderately to very strongly calcareous, , , , , , 
1222,0043678,well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1223,0043679,well drained,morainal till,skeletal,sedementary - siltstone and mudstone,extremely to strongly acidic,weak chemical, , , , , ,terrestrial, , , , 
1224,0043680,imperfectly drained,glacio-fluvial,sandy,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1225,0043682,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately acidic to neutral,moderate chemical,morainal till,fine loamy and fine silty, ,moderately to very strongly calcareous,weak chemical,terrestrial, , , , 
1226,0043683,well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,weakly calcareous,moderate chemical,morainal till,fine loamy and fine silty, ,extremely calcareous, ,terrestrial, , , , 
1227,0043684,moderately well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,moderate chemical,morainal till,coarse loamy and coarse silty, ,moderately to very strongly calcareous,unspecified,terrestrial, , , , 
1228,0043685,well drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous, , , , , , , , , , , 
1229,0043686,moderately well drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral, ,glacio-lacustrine,fine loamy and fine silty, , , , , , , , 
1230,0043687,moderately well drained,lacustro-till,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical,morainal till,coarse loamy and coarse silty, ,moderately to very strongly calcareous,chemical and physical,terrestrial, , , , 
1231,0043688,moderately well drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic, ,morainal till,coarse loamy and coarse silty, ,moderately acidic to neutral, , , , , , 
1232,0043689,moderately well drained,morainal till,fine loamy and fine silty,igneous - coarse acidic,moderately to very strongly calcareous,moderate chemical,morainal till,skeletal, ,moderately to very strongly calcareous, ,terrestrial, , , , 
1233,0043690,well drained,morainal till,skeletal,sedementary - siltstone and mudstone,moderately acidic to neutral,shattered, , , , , ,terrestrial, , , , 
1234,0043691,moderately well drained,morainal till,coarse loamy and coarse silty,igneous - coarse acidic,extremely to strongly acidic,moderate chemical, , , , , ,terrestrial, , , , 
1235,0043692,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic, , , ,igneous - coarse acidic, , , , , , , 
1236,0043693,well drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,extremely to strongly acidic,moderate chemical, , , , , ,terrestrial, , , , 
1237,0043694,well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , ,terrestrial, , , , 
1238,0043695,well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical,morainal till,fine loamy and fine silty,mixed,extremely calcareous,chemical and physical,terrestrial, , , , 
1239,0043696,poorly drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral,unspecified,glacio-lacustrine,clayey, ,moderately acidic to neutral,weak chemical, , , , , 
1240,0043697,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
1241,0043698,very rapidly drained,glaciolacustrine,sandy,mixed,moderately to very strongly calcareous,chemical and physical,glacio-fluvial,skeletal, ,moderately to very strongly calcareous,chemical and physical,terrestrial, , , , 
1242,0043699,imperfectly drained,organic, ,organic material - forest peat,moderately acidic to neutral,chemical and physical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,chemical and physical, , , , , 
1243,0043700,moderately well drained,glacio-fluvial,fine loamy and fine silty,mixed,extremely calcareous,moderate chemical, , , , , , , , , , 
1244,0043701,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,moderate chemical, , , , , ,terrestrial, , , , 
1245,0043702,imperfectly drained,organic, ,organic material - forest peat,moderately acidic to neutral, ,morainal till,fine loamy and fine silty, ,moderately acidic to neutral,chemical and physical, , , , , 
1246,0043703,well drained,organic, ,organic material - forest peat,moderately acidic to neutral, , , , , , , , , , , 
1247,0043704,well drained,organic, ,organic material - forest peat,extremely to strongly acidic, ,lacustrine,clayey, ,moderately acidic to neutral, , , , , , 
1248,0043705,well drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral, , ,clayey, ,moderately acidic to neutral, , , , , , 
1249,0043706,moderately well drained,glacio-fluvial,sandy,mixed,moderately acidic to neutral,chemical and physical, , , , , ,terrestrial, , , , 
1250,0043707,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous, , , , , , , , , , , 
1251,0043708,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,chemical and physical, , , , , ,terrestrial, , , , 
1252,0043709,imperfectly drained,glaciolacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous, ,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous, , , , , , 
1253,0043710,moderately well drained,glaciolacustrine,clayey,mixed,weakly calcareous,weak chemical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1254,0043711,moderately well drained,morainal till,fine loamy and fine silty,sedementary - shale,moderately to very strongly calcareous,weak chemical, , , , , , , , , , 
1255,0043712,moderately well drained,fluvial,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,2.5, , 
1256,0043713,well drained,glaciolacustrine,fine loamy and fine silty,mixed,weakly calcareous,weak chemical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1257,0043714,imperfectly drained,lacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent,2, , 
1258,0043715,moderately well drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent, , , 
1259,0043716,moderately well drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,weak chemical, , , , , , , ,2.5, , 
1260,0043717,rapidly drained,morainal till, ,sedementary - siltstone and mudstone,moderately to very strongly calcareous,chemical and physical, , , , , , , , , , 
